sentId,sentence
milk-thistle_1_2,I TAKE NATURES BOUNTY WHITE LABEL 1000 MG(250 MG OF 4:1 EXTRACT) product wasn't listed in brand drop down area.
milk-thistle_2_0,I had developed an allergic reaction to alcohol (hives).
milk-thistle_2_1,I started taking Milk Thistle twice a day and no longer have reaction.
milk-thistle_5_0,Taking it for 2 years and the jaundice is gone.
miracle-fruit_1_0,Became violently ill and ended up hospitalized for 2 weeks.
miracle-fruit_3_0,Dm as it relates to taking sublingual medications with poor tastes.
molybdenum_2_0,"Gave me terrible headache, muscle weakness and light sensitivity."
molybdenum_3_0,"Have been on it for 3weeks, maybe it is just going to take much longer."
molybdenum_3_1,Receive it through chelation infusion.
molybdenum_4_1,Have experienced vomitting  occasionally straight after eating.
monolaurin_4_0,Taking it for Parvo-related wrist pain and weakness.
monolaurin_4_1,I'm 2 months into taking it at max dose and my wrists have gone from unusable (couldn't zip up my fly) to 90% strength.
monolaurin_4_2,Haven't had the pain and burning episodes in 6 weeks that I was having weekly before the monolaurin.
monolaurin_4_3,Parvo appears to be vulnerable to monolaurin as I've heard Lyme is.
monolaurin_5_0,Use for hsv2 and yeast infections.
monolaurin_5_1,i could not be happier.
monolaurin_5_2,All my symptoms are gone and i have no side effects.
monolaurin_5_3,I will not stop taking this under any circumstance.
moringa_1_0,I recently purchased this product because I was looking to supplement with greens and decided to try the Organic Vegan powder Kuli Kuli.
moringa_1_1,My first impression as I mixed this product with my Bullet with Almond Milk 1 tbsp.
moringa_1_2,They taste is delicious for me and has a peppery taste which I enjoy.
moringa_1_3,Smells good and mixes well.
moringa_1_4,I plan to use everyday to gauge how I overall feel.
moringa_1_5,It will definitely clean you out so be prepared.
moringa_1_6,"So far, I will definitely purchase this product again and update you."
moringa_3_0,I have been using Moringa for three weeks in capsule form.
moringa_3_1,"I have stomach problems, arthritis and generally tired."
moringa_3_3,"?t helped, I had seen no effect at all until the last few days and my stomach problems have gotten worse."
moringa_3_4,I will stop taking for a few weeks and then try the powder in a smoothly but not expecting it to be much different.
moringa_4_1,I bought 100g Moringa powder fr eBay.
moringa_4_2,Does not seem to have any effect whatsoever.
moringa_4_3,So i tried the real thing Moringa leaves from my own tree in Phils.
moringa_4_4,"It was really good and effective, tastes yummy too."
moringa_4_5,"The Moringa branches easily snaps when i harvest, so I stick d branches on soil, so easy sprouted more leaves."
moringa_4_6,Wish I can grow it in UK.
moringa_4_7,"I have better bowel movement, less joint swelling"
moringa_5_0,My blood pressure was elevated and I didn't feel well overall.
moringa_5_1,I began taking Moringa daily and what a difference!
moringa_5_3,I feel energized and healthy.
moringa_5_4,I took the Moringa organic capsules (cold pressed) and a combination of the black seed oil from the bottle or cold presses organic capsules.
mormon-tea_2_0,"Has helped me dramatically with asthma, allergies, hayfever, and bronchitis."
mormon-tea_2_1,Have seen major results with kidney and arthritis issues too.
mormon-tea_2_2,Best quality and price found at:  www.discountpreparedness.com
mormon-tea_3_0,used squaw tea by breaking up its tiny twigs and put in hot water and steeped for an hour.
mormon-tea_3_3,Has reduced the mucus in my bronchial tubes.
mormon-tea_3_4,My asthma is much better
mormon-tea_5_0,have not used it long enough to know the results.
motherwort_1_1,I use motherwort to slow my heart down when it is too high.
motherwort_2_0,Mother Wort and Hawthorn Berry are my go-to herbs for palpatations and any heart worries.
motherwort_2_1,They work well together and they work fast for me.
mountain-ash_1_0,I take it for Spondyloarthritis & Renal problems.
mountain-ash_1_1,It gets rid of acid in my system & helps inflammation.
mountain-laurel_1_1,I did not use supplements.
mountain-laurel_1_2,Fresh real leaves from the tree.
mountain-laurel_1_3,I've read the book on shingles by max alina on amazon.
mountain-laurel_1_4,I wish I would of read it 4 years ago...
mountain-laurel_1_5,This should be public knowledge.
mountain-laurel_1_6,Share with everyone who has shingles.
mountain-laurel_1_7,Mountain Laurel helped me to get rid of it.
msm-methylsulfonylmethane_1_0,"I noticed a huge improvement when I woke up from hand and back joint pain, and swelling."
msm-methylsulfonylmethane_1_1,I took MSM for about 3 months.
msm-methylsulfonylmethane_1_2,"When the pills ran out, I decided to see how long it would be for the pain to come back."
msm-methylsulfonylmethane_1_3,It took about 2 mos.
msm-methylsulfonylmethane_1_4,"and sure enough, I was right back where I started."
msm-methylsulfonylmethane_1_5,"Started taking 2 - 1,000 MG pills a day and pooooF - Gone!"
msm-methylsulfonylmethane_1_6,I will never live a day without MSM.
msm-methylsulfonylmethane_1_7,The FDA needs to look at the evidence of personal experiences more and not just lab rats and lab reports.
msm-methylsulfonylmethane_3_2,One tspn is 4 grams.
msm-methylsulfonylmethane_3_3,You need at least that much to be effective 8-10g/day is good.
msm-methylsulfonylmethane_3_4,It's hard to overdose because it's a  natural sulphur compound found in many unprocessed food.
msm-methylsulfonylmethane_3_5,It isn't a sulphite and you cannot be allergic to it.
msm-methylsulfonylmethane_3_6,In fact it will help you with allergies.
msm-methylsulfonylmethane_4_0,Have been on MSM for twenty years.
msm-methylsulfonylmethane_4_1,"Used first  for arthritis, then for my allergies."
msm-methylsulfonylmethane_4_2,"it works great for me, but looking to see if anyone has had long term use side effects from it?"
mugwort_1_1,I got a bad bout of diarrehea.
mugwort_1_2,"Took some leaves in natural state with some water, Stopped diarrehea within 15 minutes."
mugwort_2_0,Smoked it with a blend of other herbs to increase dreams.
mugwort_2_1,did not experience lucid dreaming but have noticed an increase in my dreams.
mugwort_3_0,Taken as a tea with peppermint 3 times a day for menopausal symptoms of hot flushes and sweating.
mugwort_3_1,"It considerably reduces the intensity and frequency of both hot flushes and sweating, making my daily life much more comfortable."
mugwort_4_0,I use it for insomnia and seizures.
mugwort_4_1,"I get a very good night uninterrupted sleep, which i do not normally get."
mugwort_4_2,Have no seizure activity that I can tell so far...been using for a week..
mugwort_5_0,Several of my friends decided to smoke mugwort with hopes of having more vivid dreams.
mugwort_5_2,quickly my eyes were itching and burning worse than any cat allergy or hayfever I've ever had.
mugwort_5_3,"I went outside but the itching/burning in my eyes continued,"
muira-puama_2_0,"not sure of its effectiveness as of yet, it is combined in a tablet with Catuaba, Tribulus and Peruvian Maca."
muira-puama_2_1,If the tablet works for erectile dysfunction then it will be a success.
muira-puama_3_0,Purchased it from Won with Nature for libido support (post menopausal).
muira-puama_3_1,It does what it says using only 15 drops a day 2 days a week instead of the larger recommended amount.
muira-puama_3_2,It resolved that particular menopausal issue that interferres with spontaneity by the evening of day one.
mullein_2_0,I had a persistent cough for weeks.
mullein_2_1,Stopped on the way home and cut some mullein.
mullein_2_2,Chewed part of the leaf.
mullein_2_4,It took the rest home and made a tea.
mullein_2_5,Drinking it daily to relieve my cough.
mullein_3_0,I have been putting  a fresh mullein  leaf in my sock by my heal for the last 6 days.
mullein_3_1,The horrible  pain I had with plantar   facetious  has been very greatly reduced.
mullein_3_2,I put on in my sock in the morning  and one at night.
mullein_3_3,I really  can't  believe  how much better this makes my feet feal .
mullein_3_4,There is almost no pain in the morning  when I wake up.
mullein_3_5,My feet use to hurt a great deal in the morning .
mullein_4_0,"I have had a dry, hacking, persistent cough for 15 years because of asthma."
mullein_4_1,My niece introduced me to mullein and I started using it.
mullein_4_3,"I drink a half cup, 2 times a day."
mullein_4_4,"I have to tell you, the dry cough is no more and I am expelling any phlegm that accumulates in my lungs and bronchials."
mullein_4_5,I highly recommend this herb to anyone with any breathing problems.
myrrh_1_0,Initially used for an abcess by my tooth 20 years ago I found information that it was effective for that.
myrrh_1_1,A day later I felt great.
myrrh_1_2,"After research I found university studies that stated there are no side effects, no toxicity level, no interactions, and that it is a broad-based antibiotic."
myrrh_1_3,I have been taking it for sinus infections ever since with great results.
myrrh_1_4,I have shared this information with dozens of people and all have had great results.
myrrh_1_5,The tablets are available at vitamin and health stores and are very inexpensive.
myrrh_2_1,I am applying myrrh and frankincense every 8 to 12 hours to keep the swelling and pain down.
myrrh_3_0,I was introduced to tincture of myrrh over 20 years ago as a teen for mouth sores.
myrrh_4_0,My wife is sick with MDS.
myrrh_4_1,Her gums and the inside of her mouth were very inflamed.
myrrh_4_2,She took antibiotics and then someone told her about myrhh.
myrrh_4_3,She has taken it ever since.
myrrh_4_4,If gave her immediate relief.
myrrh_5_0,I used it to treat a severe tooth infection.
myrrh_5_1,I tried it after 2 weeks of antibiotics made me horribly sick and the infection came back in full force after taking them.
myrrh_5_2,"In 3 days of using myrrh, the infection was gone and my glands and tonsils were back to normal."
myrrh_5_3,Myrrh is a great antibiotic that does not cause digestive issues or liver strain.
myrtle_1_0,I developed an immediate ung infection..still sick
n-acetyl-cysteine_1_0,My memory was extremely poor all my life so as to present me with serious problems managing my life.
n-acetyl-cysteine_1_1,"Therefore, I don't remember why my old naturopath prescribed NAC for me."
n-acetyl-cysteine_1_3,It had been the day before.
n-acetyl-cysteine_1_4,I write this many years later and I still remember what my first memory was.
n-acetyl-cysteine_1_5,"Before then, I'd had huge problems with trying to remember if I'd taken my medications."
n-acetyl-cysteine_1_6,Even the weekly pill boxes didn't work.
n-acetyl-cysteine_1_7,I'd simply forget to go to them.
n-acetyl-cysteine_1_8,(This was before ubiquitous cell phones with programmable alarms.)
